id,urls.url,urls.expanded_url
1022287249432563712,https://t.co/Yuqt4KNeDz,https://twitter.com/i/web/status/1022287249432563712
1022274433979957248,https://t.co/M1mCXcWQup,https://twitter.com/i/web/status/1022274433979957248
1022267646119763970,https://t.co/lCQ2nShUeM,https://twitter.com/i/web/status/1022267646119763970
1022265842644525056,https://t.co/fvNuvtAfE9,https://twitter.com/i/web/status/1022265842644525056
1022265839104483329,https://t.co/cOa4atnFMC,https://twitter.com/i/web/status/1022265839104483329
1022251602449756160,https://t.co/h3QOAyG4fP,https://twitter.com/i/web/status/1022251602449756160
1022248383531163648,https://t.co/nD019chBeX,https://twitter.com/i/web/status/1022248383531163648
