id,text,user_mentions.id,user_mentions.screen_name
1022267646119763970,"Obviously the European Union, as represented by @JunckerEU and the United States, as represented by yours truly, lo… https://t.co/lCQ2nShUeM",169426475,JunckerEU
1022265839104483329,Great meeting on Trade today with @JunckerEU and representatives of the European Union. We have come to a very stro… https://t.co/cOa4atnFMC,169426475,JunckerEU
